dt,waterlevel,temperature,vibration,kwh,Predicted_kwh
2024-11-01 11:40:00,51.13729967,22.79598672,10.63651049,0.238588801,0.18809645367961847
2024-11-01 11:45:00,56.53571377,27.86780747,9.342866967,0.221188356,0.22582440729687941
2024-11-01 11:50:00,41.96258383,28.55064731,9.878228046,0.206098054,0.21525094130511474
2024-11-01 11:55:00,50.92316929,21.50600995,10.38062025,0.234679441,0.1985347413092167
2024-11-01 12:00:00,51.29941397,21.38825905,11.5291992,0.232655867,0.22242472650865866
2024-11-01 12:05:00,53.90911436,25.67577005,6.850240025,0.225111782,0.22127107300783933
2024-11-01 12:10:00,43.81524645,26.8880819,9.511365923,0.204900388,0.21615197318546503
2024-11-01 12:15:00,43.39771693,24.10279274,13.0166722,0.201735224,0.19781674827680254
2024-11-01 12:20:00,52.60970783,27.03788146,12.83332262,0.18558772,0.19528135726415038
2024-11-01 12:25:00,51.48492337,22.86959018,11.70187386,0.178999962,0.18550822892080612
2024-11-01 12:30:00,51.25246425,18.6559192,11.07364937,0.199269275,0.1784764245850203
2024-11-01 12:35:00,51.73224105,23.72829678,13.3092695,0.203822422,0.194224339357471
2024-11-01 12:40:00,46.59987639,25.18969644,13.835696,0.176834163,0.19976826708682513
2024-11-01 12:45:00,51.16126849,24.17248012,9.741840024,0.229315542,0.1759552673865893
2024-11-01 12:50:00,51.46536237,21.52419021,8.061135113,0.199732511,0.21897665646847725
2024-11-01 12:55:00,46.42824291,19.55305307,9.459415365,0.196328073,0.19465887083860361
2024-11-01 13:00:00,59.32887256,23.45773359,16.19339103,0.188211682,0.19011998472845668
2024-11-01 13:05:00,52.3691646,27.69296731,6.861287315,0.158068084,0.18937236649837141
2024-11-01 13:10:00,44.04348251,28.76859232,9.058921721,0.219919601,0.15999867575143062
2024-11-01 13:15:00,53.28276804,28.56314015,7.174617695,0.175522531,0.20997152529003685
2024-11-01 13:20:00,45.12659165,22.55227139,10.24952773,0.198648038,0.17590459157812727
2024-11-01 13:25:00,53.93542302,21.53888103,7.594617942,0.194411888,0.1924768814242192
2024-11-01 13:30:00,55.7929779,26.48990384,9.782497954,0.191020358,0.19093258403611577
2024-11-01 13:35:00,45.89658841,26.90530003,6.09980968,0.18494507,0.19030905436916523
2024-11-01 13:40:00,54.81688065,26.20050882,11.23524133,0.158164473,0.18109011586686688
2024-11-01 13:45:00,52.06390463,18.95781018,12.44469051,0.16363305,0.16159955112196528
2024-11-01 13:50:00,54.1103008,22.39934625,9.232112756,0.179118573,0.1644848281522643
2024-11-01 13:55:00,59.48396491,24.91093363,9.729739986,0.195639293,0.17871994285241818
2024-11-01 14:00:00,48.77305942,26.46165458,9.673185539,0.168493138,0.19495706638834095
2024-11-01 14:05:00,46.23131918,27.30192209,10.36182135,0.150732764,0.1688342730562712
2024-11-01 14:10:00,45.55242785,25.43276057,9.923660826,0.140876357,0.15258524513556307
2024-11-01 14:15:00,45.92094858,25.99235142,11.5362339,0.177137018,0.1430289109305067
2024-11-01 14:20:00,49.61449145,25.25459638,12.46607827,0.158806711,0.1757868482092839
2024-11-01 14:25:00,51.70575987,27.05685812,8.371857555,0.137119511,0.16083088228108913
2024-11-01 14:30:00,51.383454,25.93859695,9.381343014,0.169743779,0.1409523317708363
2024-11-01 14:35:00,54.13591625,25.19721298,11.8032389,0.137732512,0.17051976530833537
2024-11-01 14:40:00,50.06500946,24.1948936,7.156661904,0.153761424,0.14252355336174358
2024-11-01 14:45:00,57.26767039,25.24387428,6.058557436,0.138710714,0.15506488704251575
2024-11-01 14:50:00,48.67671583,26.45377414,10.45263191,0.172917491,0.14283318169398784
2024-11-01 14:55:00,63.60084583,25.80242617,10.99269282,0.1287708,0.17284450730329712
2024-11-01 15:00:00,53.12833674,26.14247926,8.555399624,0.136891264,0.13593492654886127
2024-11-01 15:05:00,45.71421222,29.02816558,8.842697892,0.163722277,0.14099271807504207
2024-11-01 15:10:00,44.64553751,25.79549177,8.479615357,0.125320642,0.16394624405934036
2024-11-01 15:15:00,52.41236208,23.05300444,8.266149521,0.139496115,0.12805623884887368
2024-11-01 15:20:00,48.88268607,27.65082036,11.38699164,0.119133075,0.14272042587651312
2024-11-01 15:25:00,53.57000247,20.90140499,7.639003026,0.105689681,0.12390846822828924
2024-11-01 15:30:00,52.36618812,21.75575986,9.468954277,0.127963953,0.11021746822959703
2024-11-01 15:35:00,49.63585544,26.00754179,8.189327665,0.137942207,0.13194434239676917
2024-11-01 15:40:00,45.76603141,26.54919,7.089422048,0.112538664,0.14103434769434547
2024-11-01 15:45:00,42.42576388,21.26484633,11.74035635,0.116722041,0.11588379818666614
2024-11-01 15:50:00,47.76742524,23.85154756,8.960349556,0.112140808,0.11928816641571474
2024-11-01 15:55:00,54.28199397,23.1817485,10.37688016,0.100230716,0.11601048770782119
2024-11-01 16:00:00,51.07046872,23.53997103,6.98384824,0.104595866,0.10571402374522161
2024-11-01 16:05:00,43.77130611,27.83079333,8.516121092,0.08693653,0.10885987532532106
2024-11-01 16:10:00,50.86590463,27.11951639,11.51217576,0.087844456,0.09077182717445866
2024-11-01 16:15:00,51.9265869,24.94263346,15.17454291,0.086416801,0.09326167998528785
2024-11-01 16:20:00,45.58071282,23.36211422,6.047567871,0.09683059,0.09203262728383524
2024-11-01 16:25:00,50.76862553,20.95105099,9.597784409,0.075662664,0.09997880412805912
2024-11-01 16:30:00,50.29104359,29.26055482,10.8245612,0.080673863,0.08002897736436457
2024-11-01 16:35:00,44.28514851,26.7763417,8.767799694,0.06417774,0.08594998684275394
2024-11-01 16:40:00,51.7889368,22.87999269,11.69904397,0.061633938,0.06772593145299334
2024-11-01 16:45:00,52.80392263,27.15879849,8.266534659,0.068104765,0.06605180052854544
2024-11-01 16:50:00,55.41525622,24.78932914,10.30769532,0.066451409,0.0727988571250177
2024-11-01 16:55:00,55.26901026,24.13867149,8.955856191,0.055117746,0.07150843181797001
2024-11-01 17:00:00,43.11165316,26.30563458,12.43886217,0.048349462,0.0593954559157767
2024-11-01 17:05:00,45.3108748,22.77550525,8.647270994,0.055338439,0.051495513958559794
2024-11-01 17:10:00,52.57517634,23.96873044,9.296252407,0.036981874,0.058475488489399284
2024-11-01 17:15:00,52.56892975,25.36438319,11.89137807,0.042462801,0.03995911114191428
2024-11-01 17:20:00,52.57523843,23.50164642,7.943922682,0.03737146,0.046042344658588114
2024-11-01 17:25:00,69.26365745,27.00725563,10.13750011,0.032739936,0.040231747277259526
2024-11-01 17:30:00,52.85445255,30.60719951,6.354931313,0.03065194,0.03624920180036762
2024-11-01 17:35:00,55.6778282,22.7371056,7.824133083,0.023760764,0.03295383086154458
2024-11-01 17:40:00,54.77000882,20.00462411,10.76426255,0.01604757,0.025784086432067976
2024-11-01 17:45:00,53.25695626,18.9947795,8.018604981,0.012313626,0.017533329543625534
2024-11-01 17:50:00,48.42365378,24.54859558,8.910854136,0.008343904,0.013374747798082978
2024-11-01 17:55:00,53.7948461,23.01050623,10.9861728,0.003544149,0.009001495910877637
2024-11-01 18:00:00,46.13587393,25.6235815,8.841627718,2.85e-17,0.003925835302912936
2024-11-01 18:05:00,48.81590697,25.39779302,11.64568415,0.0,-5.374066503036441e-05
2024-11-01 18:10:00,47.57318226,20.19034946,10.43132557,0.0,1.80357168219022e-05
2024-11-01 18:15:00,50.4093707,19.55534851,10.87136622,0.0,5.742338310645334e-05
2024-11-01 18:20:00,61.57329283,25.88779972,12.4819312,0.0,8.447888427190669e-05
2024-11-01 18:25:00,40.66367404,25.4062865,10.63964613,0.0,-5.917620506902901e-05
2024-11-01 18:30:00,53.43130095,23.722546,13.07769458,0.0,-7.116332121998514e-05
2024-11-01 18:35:00,41.93642064,20.02856924,11.82252457,0.0,1.9791106694611256e-05
2024-11-01 18:40:00,47.64034067,26.41417379,8.95309514,0.0,-4.012298176883557e-05
2024-11-01 18:45:00,55.44475298,28.81569864,12.58629615,0.0,-5.294941376447864e-05
2024-11-01 18:50:00,50.3214001,25.83394732,10.52773204,0.0,-3.180552084676805e-05
2024-11-01 18:55:00,44.61127611,22.45757833,9.210640583,0.0,8.558621178073343e-06
2024-11-01 19:00:00,46.42348145,25.1336565,10.55677139,0.0,-1.2629651925638318e-05
2024-11-01 19:05:00,53.39798874,20.90165776,12.22465365,0.0,-1.7833019393763972e-06
2024-11-01 19:10:00,46.34816684,28.17388214,10.91009019,0.0,5.9782008563976965e-05
2024-11-01 19:15:00,51.08229295,25.245533,13.64478567,0.0,-3.021581700179633e-05
2024-11-01 19:20:00,50.2278592,19.69552926,12.17306112,0.0,-2.7108199147321284e-07
2024-11-01 19:25:00,46.74199826,24.09797692,11.04632007,0.0,5.5794630280214015e-05
2024-11-01 19:30:00,60.71972045,26.38990453,7.947863835,0.0,1.4916934140760219e-05
2024-11-01 19:35:00,53.16959511,24.00085714,9.640534972,0.0,-0.0001475421795691629
2024-11-01 19:40:00,39.87428707,24.17231284,10.14332828,0.0,2.4271328339519444e-05
2024-11-01 19:45:00,50.93227157,21.32679338,11.393263,0.0,-8.437806588710426e-05
2024-11-01 19:50:00,46.69106768,26.69962296,11.27466608,0.0,6.443079117948922e-05
2024-11-01 19:55:00,54.26216667,23.0545924,10.33908082,0.0,-6.986892704035389e-06
2024-11-01 20:00:00,46.03739631,18.53066387,10.24069983,0.0,4.9315318508524214e-05
2024-11-01 20:05:00,49.42631779,23.88622789,11.44091379,0.0,5.487622559462517e-05
2024-11-01 20:10:00,52.52493639,27.94344915,8.282827549,0.0,3.4294216534961484e-05
2024-11-01 20:15:00,54.32877597,23.83921166,13.39103164,0.0,-0.00010708749080005264
2024-11-01 20:20:00,43.99851796,30.21395496,5.90566623,0.0,8.942188798215939e-06
2024-11-01 20:25:00,48.32749382,26.28690385,12.91081896,0.0,-0.0003530785160960596
2024-11-01 20:30:00,47.62527344,26.01627449,9.909628943,0.0,3.3803187458149624e-06
2024-11-01 20:35:00,46.73335384,24.6148052,12.00515963,0.0,-1.6930008212942166e-05
2024-11-01 20:40:00,58.8272712,24.79514138,10.72768087,0.0,9.993636349574664e-06
2024-11-01 20:45:00,52.02490855,24.20972909,10.69206882,0.0,-4.463279020441114e-06
2024-11-01 20:50:00,43.69558023,24.09319182,11.10850895,0.0,3.5652026930060934e-05
2024-11-01 20:55:00,54.58930974,26.59260149,11.61810858,0.0,-1.6534103459332604e-05
2024-11-01 21:00:00,60.61078099,22.19250631,9.342338347,0.0,2.341934041656554e-06
2024-11-01 21:05:00,55.1623263,21.77231851,12.06959826,0.0,1.4591256146885688e-05
2024-11-01 21:10:00,42.40315017,21.63041485,7.831058753,0.0,5.4753314809055535e-05
2024-11-01 21:15:00,47.57882964,31.13696364,9.989338853,0.0,-7.203127484507277e-05
2024-11-01 21:20:00,56.33455575,26.59102871,11.67193985,0.0,-9.83049590231739e-05
2024-11-01 21:25:00,46.46165267,25.91347661,11.99003516,0.0,-8.31913564606756e-06
2024-11-01 21:30:00,52.21909714,21.82745599,10.9215777,0.0,8.896692129548173e-07
2024-11-01 21:35:00,53.87317027,26.8700269,9.213215124,0.0,6.729144306809165e-05
2024-11-01 21:40:00,45.36534764,24.65028596,11.79341556,0.0,-4.679904569846345e-05
2024-11-01 21:45:00,49.70237322,25.64250682,8.661267522,0.0,-9.984146246907767e-07
2024-11-01 21:50:00,33.7936633,22.07013905,13.50281815,0.0,-4.0309099429373395e-05
2024-11-01 21:55:00,44.87806179,25.48080657,9.830658205,0.0,-0.0002521971337591568
2024-11-01 22:00:00,48.73715924,23.72849939,6.920748612,0.0,-3.333655352760502e-05
2024-11-01 22:05:00,43.76108409,22.70316653,7.610633064,0.0,-8.325753597074387e-05
2024-11-01 22:10:00,58.16205652,27.20231901,10.08728727,0.0,-7.787636863794725e-05
2024-11-01 22:15:00,42.84929311,20.38687657,10.27965054,0.0,-5.8367313377009474e-05
2024-11-01 22:20:00,47.79977757,26.69432879,13.93931337,0.0,-8.025389056460466e-06
2024-11-01 22:25:00,50.65370289,27.0534584,7.923001325,0.0,-1.6847611792140175e-05
2024-11-01 22:30:00,57.20636645,22.36106897,10.0789244,0.0,-0.00010254153623814287
2024-11-01 22:35:00,42.82068924,22.53901462,7.881157186,0.0,4.878949704061152e-05
2024-11-01 22:40:00,55.81581876,24.33092296,9.014690294,0.0,-7.796007692588261e-05
2024-11-01 22:45:00,50.05116531,25.84610863,13.36794406,0.0,-5.508013719766343e-06
2024-11-01 22:50:00,45.09245674,24.54143502,7.727327554,0.0,2.8462492622020654e-06
2024-11-01 22:55:00,52.31051737,26.30068738,11.17408485,0.0,-9.037254506078235e-05
2024-11-01 23:00:00,50.99529848,30.28893896,10.78581472,0.0,1.0672681107457727e-05
2024-11-01 23:05:00,46.99891561,23.47684969,9.951657147,0.0,-5.618364075335674e-05
2024-11-01 23:10:00,50.34901042,19.85446009,11.03887325,0.0,1.339835024165688e-05
2024-11-01 23:15:00,48.07343202,27.47777075,7.679959236,0.0,7.910609055911028e-05
2024-11-01 23:20:00,50.56758673,30.04994373,13.31264502,0.0,-0.0001323682311185298
2024-11-01 23:25:00,53.31065337,26.17830509,13.84969099,0.0,-2.0864046537303832e-05
2024-11-01 23:30:00,57.93008408,21.73675397,10.0942094,0.0,-1.181115848268522e-05
2024-11-01 23:35:00,43.81092251,24.62832291,14.84621226,0.0,5.668315509843547e-05
2024-11-01 23:40:00,60.66516687,21.64442955,9.201944137,0.0,-8.343865737134824e-05
2024-11-01 23:45:00,40.239561,26.92856648,10.80086399,0.0,2.4647959811095206e-05
2024-11-01 23:50:00,49.24107452,20.94612879,12.86377813,0.0,-8.431107692710264e-05
2024-11-01 23:55:00,52.94158603,24.09961364,9.08199108,0.0,2.3905624442043946e-05
2024-11-02 00:00:00,51.40495934,21.98698652,7.236901882,0.0,9.009763911617571e-06
2024-11-02 00:05:00,46.8865024,25.38047406,6.776565869,0.0,-1.3473901228108706e-05
2024-11-02 00:10:00,48.95938875,23.90097497,14.12165313,0.0,-0.00014332461047159438
2024-11-02 00:15:00,47.53499533,25.53028631,8.941950699,0.0,-2.0093617673151893e-05
2024-11-02 00:20:00,47.05317622,25.06705166,9.628526473,0.0,-3.833317631792568e-05
2024-11-02 00:25:00,54.24801049,22.04002292,7.774471843,0.0,-1.3852926159401191e-05
2024-11-02 00:30:00,51.78507743,26.88063119,11.89667856,0.0,1.0771064164443436e-05
2024-11-02 00:35:00,46.53545202,24.85370304,8.436880282,0.0,8.136367433529813e-06
2024-11-02 00:40:00,54.49799938,22.03441298,9.017473945,0.0,-5.224611342066166e-05
2024-11-02 00:45:00,51.5364976,31.72277967,10.59904084,0.0,4.808252626002778e-05
2024-11-02 00:50:00,54.06431059,26.4292905,7.871908146,0.0,-9.048209992245165e-05
2024-11-02 00:55:00,53.14814421,24.54021834,9.642835461,0.0,-9.444739976148074e-05
