timestamp,waterlevel,temperature,vibration,kwh
11/1/2024 3:30,49.42175859,19.93816276,8.976263198,0
11/1/2024 3:35,48.49448152,27.49363331,13.09221712,0
11/1/2024 3:40,42.60739005,27.6146679,12.82948764,0
11/1/2024 3:45,46.40077896,25.98151166,9.868941769,0
11/1/2024 3:50,47.69680615,21.63659796,8.86292139,0
11/1/2024 3:55,55.28561113,29.14041682,9.425282252,0
11/1/2024 4:00,51.71809145,31.11163192,15.32922898,0
11/1/2024 4:05,41.18479922,25.44123048,13.74884889,0
11/1/2024 4:10,51.62041985,26.53160614,10.25078194,0
11/1/2024 4:15,48.0745886,25.60521596,8.783692897,0
11/1/2024 4:20,46.61539,26.59110757,10.23408207,0
11/1/2024 4:25,53.05838144,24.64132373,10.48765385,0
11/1/2024 4:30,55.15499761,24.89630728,7.513282525,0
11/1/2024 4:35,54.6564006,27.7171528,10.16008254,0
11/1/2024 4:40,45.80391238,32.03687249,12.64480865,0
11/1/2024 4:45,48.45393812,20.7997863,6.401286638,0
11/1/2024 4:50,51.65631716,24.68856255,11.65316793,0
11/1/2024 4:55,54.87772564,21.45861854,12.74959594,0
11/1/2024 5:00,47.60412881,29.7760747,8.87888531,0
11/1/2024 5:05,49.07170512,23.23678609,13.38835152,0
11/1/2024 5:10,44.46832513,20.67039762,8.619325875,0
11/1/2024 5:15,44.01896688,26.914561,10.88216532,0
11/1/2024 5:20,54.06262911,30.23293334,9.386454631,0
11/1/2024 5:25,56.78120014,26.99079361,9.386007286,0
11/1/2024 5:30,49.63994939,25.61439363,8.76540186,0
11/1/2024 5:35,55.01766449,26.22742277,11.39715096,0
11/1/2024 5:40,51.80818013,29.24452199,11.69761092,0
11/1/2024 5:45,46.77440123,22.37740219,9.871155601,0
11/1/2024 5:50,51.80697803,24.66445869,7.280063573,0
11/1/2024 5:55,57.69018283,23.64192955,10.80634033,0
11/1/2024 6:00,49.8208698,21.49640408,10.84402872,0
11/1/2024 6:05,57.82321828,24.01487422,9.566569977,0.005197071
11/1/2024 6:10,36.90127448,28.32316329,13.73446257,0.010391984
11/1/2024 6:15,54.10951252,26.69980645,6.87214147,0.012136385
11/1/2024 6:20,50.43523534,26.9329315,5.565432579,0.016400013
11/1/2024 6:25,48.50496325,25.43942683,8.538330201,0.022639208
11/1/2024 6:30,50.45880388,26.56997135,11.42084907,0.02588916
11/1/2024 6:35,40.06215543,22.59822897,7.888310725,0.026933152
11/1/2024 6:40,48.90164056,24.07147034,8.038058163,0.036958058
11/1/2024 6:45,51.78556286,25.57601271,11.90204267,0.036429273
11/1/2024 6:50,57.38947022,25.83254758,10.92509585,0.04594955
11/1/2024 6:55,47.40864891,25.96056356,10.75412182,0.045325398
11/1/2024 7:00,45.95753199,24.58499415,11.56285784,0.05590926
11/1/2024 7:05,47.49121478,23.8677298,9.149614093,0.059722216
11/1/2024 7:10,54.57701059,34.47331385,9.242031852,0.060353164
11/1/2024 7:15,51.64375555,27.72036182,11.61955855,0.069552814
11/1/2024 7:20,47.35119898,26.23944243,7.310226438,0.067335987
11/1/2024 7:25,52.56633717,24.30037451,5.714560307,0.061357521
11/1/2024 7:30,50.48538775,23.64634352,9.133431653,0.066804473
11/1/2024 7:35,54.84322495,24.60759822,11.86174658,0.072365304
11/1/2024 7:40,46.48973453,25.87848653,10.5111194,0.069756658
11/1/2024 7:45,48.36168927,19.35869337,11.71458301,0.09593706
11/1/2024 7:50,48.03945923,20.29183121,5.967411379,0.087451132
11/1/2024 7:55,42.68242526,23.08935283,10.63099362,0.080556895
11/1/2024 8:00,51.48060139,25.62141831,11.30772901,0.112798325
11/1/2024 8:05,51.30527636,24.28218056,7.298405155,0.111376646
11/1/2024 8:10,50.02556728,29.43436368,11.72411518,0.10540633
11/1/2024 8:15,48.82706433,20.55280964,9.776962207,0.099888209
11/1/2024 8:20,42.92314629,22.74596359,16.1426734,0.098735259
11/1/2024 8:25,47.89677339,29.56027522,5.645527862,0.11629283
11/1/2024 8:30,48.28642742,25.39335797,12.73822874,0.140514106
11/1/2024 8:35,45.98861365,27.65452775,9.211683807,0.10958144
11/1/2024 8:40,49.19357144,31.15374083,6.765696571,0.132088186
11/1/2024 8:45,52.02025428,22.91858675,8.946089713,0.156222021
11/1/2024 8:50,59.43092951,24.70205699,10.55495848,0.142528811
11/1/2024 8:55,50.87288906,24.1827193,12.07493334,0.134981397
11/1/2024 9:00,51.28775195,19.13622099,13.44392858,0.15366126
11/1/2024 9:05,49.62777042,24.06880959,12.84378618,0.163229864
11/1/2024 9:10,40.40614392,27.64318656,8.069235959,0.152794317
11/1/2024 9:15,49.86743062,26.62176863,12.26032938,0.172732631
11/1/2024 9:20,50.30115105,26.85724951,10.78256991,0.154103124
11/1/2024 9:25,62.31621056,23.87347306,8.690793958,0.176567656
11/1/2024 9:30,49.03819518,23.03170829,9.576178813,0.187359546
11/1/2024 9:35,51.50773671,28.80776702,8.580314681,0.161369144
11/1/2024 9:40,49.82644115,23.50804856,10.07418468,0.170711398
11/1/2024 9:45,44.15660981,25.88224612,8.540684235,0.173575437
11/1/2024 9:50,55.71411407,25.49000404,7.944011854,0.18766707
11/1/2024 9:55,53.75966516,29.38515105,10.95823826,0.193070961
11/1/2024 10:00,53.95515974,27.91423707,11.2574611,0.140450567
11/1/2024 10:05,45.45306273,21.11422414,9.624806,0.191712757
11/1/2024 10:10,57.01397155,21.4373405,12.73530261,0.197541942
11/1/2024 10:15,42.99074469,26.73672945,9.479138827,0.193755324
11/1/2024 10:20,52.93428547,24.80698706,9.39445091,0.196755481
11/1/2024 10:25,60.95227813,23.63448465,11.32097796,0.149481558
11/1/2024 10:30,45.04731837,28.04688365,9.73514883,0.180491963
11/1/2024 10:35,47.16851135,25.56237815,10.16959546,0.210125249
11/1/2024 10:40,50.49825683,25.15737216,5,0.220565189
11/1/2024 10:45,47.48262173,27.33948592,10.03341477,0.168892028
11/1/2024 10:50,42.24668284,23.87467302,6.345608125,0.196785755
11/1/2024 10:55,50.34281487,29.70555696,7.558098858,0.215383747
11/1/2024 11:00,44.68848143,22.63585713,7.329354922,0.21268973
11/1/2024 11:05,52.36796215,26.9707872,7.914833693,0.203507052
11/1/2024 11:10,45.40287883,29.30149852,8.902292281,0.157667212
11/1/2024 11:15,57.74967203,20.86811353,9.027014769,0.213723771
11/1/2024 11:20,46.08373354,23.96999447,11.32855041,0.218488857
11/1/2024 11:25,48.38969242,28.42662218,10.44477563,0.215292772
11/1/2024 11:30,54.06758609,28.47173364,6.197851142,0.219371782
11/1/2024 11:35,43.84567842,24.4855132,10.16658928,0.193317309
11/1/2024 11:40,51.13729967,22.79598672,10.63651049,0.238588801
11/1/2024 11:45,56.53571377,27.86780747,9.342866967,0.221188356
11/1/2024 11:50,41.96258383,28.55064731,9.878228046,0.206098054
11/1/2024 11:55,50.92316929,21.50600995,10.38062025,0.234679441
11/1/2024 12:00,51.29941397,21.38825905,11.5291992,0.232655867
11/1/2024 12:05,53.90911436,25.67577005,6.850240025,0.225111782
11/1/2024 12:10,43.81524645,26.8880819,9.511365923,0.204900388
11/1/2024 12:15,43.39771693,24.10279274,13.0166722,0.201735224
11/1/2024 12:20,52.60970783,27.03788146,12.83332262,0.18558772
11/1/2024 12:25,51.48492337,22.86959018,11.70187386,0.178999962
11/1/2024 12:30,51.25246425,18.6559192,11.07364937,0.199269275
11/1/2024 12:35,51.73224105,23.72829678,13.3092695,0.203822422
11/1/2024 12:40,46.59987639,25.18969644,13.835696,0.176834163
11/1/2024 12:45,51.16126849,24.17248012,9.741840024,0.229315542
11/1/2024 12:50,51.46536237,21.52419021,8.061135113,0.199732511
11/1/2024 12:55,46.42824291,19.55305307,9.459415365,0.196328073
11/1/2024 13:00,59.32887256,23.45773359,16.19339103,0.188211682
11/1/2024 13:05,52.3691646,27.69296731,6.861287315,0.158068084
11/1/2024 13:10,44.04348251,28.76859232,9.058921721,0.219919601
11/1/2024 13:15,53.28276804,28.56314015,7.174617695,0.175522531
11/1/2024 13:20,45.12659165,22.55227139,10.24952773,0.198648038
11/1/2024 13:25,53.93542302,21.53888103,7.594617942,0.194411888
11/1/2024 13:30,55.7929779,26.48990384,9.782497954,0.191020358
11/1/2024 13:35,45.89658841,26.90530003,6.09980968,0.18494507
11/1/2024 13:40,54.81688065,26.20050882,11.23524133,0.158164473
11/1/2024 13:45,52.06390463,18.95781018,12.44469051,0.16363305
11/1/2024 13:50,54.1103008,22.39934625,9.232112756,0.179118573
11/1/2024 13:55,59.48396491,24.91093363,9.729739986,0.195639293
11/1/2024 14:00,48.77305942,26.46165458,9.673185539,0.168493138
11/1/2024 14:05,46.23131918,27.30192209,10.36182135,0.150732764
11/1/2024 14:10,45.55242785,25.43276057,9.923660826,0.140876357
11/1/2024 14:15,45.92094858,25.99235142,11.5362339,0.177137018
11/1/2024 14:20,49.61449145,25.25459638,12.46607827,0.158806711
11/1/2024 14:25,51.70575987,27.05685812,8.371857555,0.137119511
11/1/2024 14:30,51.383454,25.93859695,9.381343014,0.169743779
11/1/2024 14:35,54.13591625,25.19721298,11.8032389,0.137732512
11/1/2024 14:40,50.06500946,24.1948936,7.156661904,0.153761424
11/1/2024 14:45,57.26767039,25.24387428,6.058557436,0.138710714
11/1/2024 14:50,48.67671583,26.45377414,10.45263191,0.172917491
11/1/2024 14:55,63.60084583,25.80242617,10.99269282,0.1287708
11/1/2024 15:00,53.12833674,26.14247926,8.555399624,0.136891264
11/1/2024 15:05,45.71421222,29.02816558,8.842697892,0.163722277
11/1/2024 15:10,44.64553751,25.79549177,8.479615357,0.125320642
11/1/2024 15:15,52.41236208,23.05300444,8.266149521,0.139496115
11/1/2024 15:20,48.88268607,27.65082036,11.38699164,0.119133075
11/1/2024 15:25,53.57000247,20.90140499,7.639003026,0.105689681
11/1/2024 15:30,52.36618812,21.75575986,9.468954277,0.127963953
11/1/2024 15:35,49.63585544,26.00754179,8.189327665,0.137942207
11/1/2024 15:40,45.76603141,26.54919,7.089422048,0.112538664
11/1/2024 15:45,42.42576388,21.26484633,11.74035635,0.116722041
11/1/2024 15:50,47.76742524,23.85154756,8.960349556,0.112140808
11/1/2024 15:55,54.28199397,23.1817485,10.37688016,0.100230716
11/1/2024 16:00,51.07046872,23.53997103,6.98384824,0.104595866
11/1/2024 16:05,43.77130611,27.83079333,8.516121092,0.08693653
11/1/2024 16:10,50.86590463,27.11951639,11.51217576,0.087844456
11/1/2024 16:15,51.9265869,24.94263346,15.17454291,0.086416801
11/1/2024 16:20,45.58071282,23.36211422,6.047567871,0.09683059
11/1/2024 16:25,50.76862553,20.95105099,9.597784409,0.075662664
11/1/2024 16:30,50.29104359,29.26055482,10.8245612,0.080673863
11/1/2024 16:35,44.28514851,26.7763417,8.767799694,0.06417774
11/1/2024 16:40,51.7889368,22.87999269,11.69904397,0.061633938
11/1/2024 16:45,52.80392263,27.15879849,8.266534659,0.068104765
11/1/2024 16:50,55.41525622,24.78932914,10.30769532,0.066451409
11/1/2024 16:55,55.26901026,24.13867149,8.955856191,0.055117746
11/1/2024 17:00,43.11165316,26.30563458,12.43886217,0.048349462
11/1/2024 17:05,45.3108748,22.77550525,8.647270994,0.055338439
11/1/2024 17:10,52.57517634,23.96873044,9.296252407,0.036981874
11/1/2024 17:15,52.56892975,25.36438319,11.89137807,0.042462801
11/1/2024 17:20,52.57523843,23.50164642,7.943922682,0.03737146
11/1/2024 17:25,69.26365745,27.00725563,10.13750011,0.032739936
11/1/2024 17:30,52.85445255,30.60719951,6.354931313,0.03065194
11/1/2024 17:35,55.6778282,22.7371056,7.824133083,0.023760764
11/1/2024 17:40,54.77000882,20.00462411,10.76426255,0.01604757
11/1/2024 17:45,53.25695626,18.9947795,8.018604981,0.012313626
11/1/2024 17:50,48.42365378,24.54859558,8.910854136,0.008343904
11/1/2024 17:55,53.7948461,23.01050623,10.9861728,0.003544149
11/1/2024 18:00,46.13587393,25.6235815,8.841627718,2.85E-17
11/1/2024 18:05,48.81590697,25.39779302,11.64568415,0
11/1/2024 18:10,47.57318226,20.19034946,10.43132557,0
11/1/2024 18:15,50.4093707,19.55534851,10.87136622,0
11/1/2024 18:20,61.57329283,25.88779972,12.4819312,0
11/1/2024 18:25,40.66367404,25.4062865,10.63964613,0
11/1/2024 18:30,53.43130095,23.722546,13.07769458,0
11/1/2024 18:35,41.93642064,20.02856924,11.82252457,0
11/1/2024 18:40,47.64034067,26.41417379,8.95309514,0
11/1/2024 18:45,55.44475298,28.81569864,12.58629615,0
11/1/2024 18:50,50.3214001,25.83394732,10.52773204,0
11/1/2024 18:55,44.61127611,22.45757833,9.210640583,0
11/1/2024 19:00,46.42348145,25.1336565,10.55677139,0
11/1/2024 19:05,53.39798874,20.90165776,12.22465365,0
11/1/2024 19:10,46.34816684,28.17388214,10.91009019,0
11/1/2024 19:15,51.08229295,25.245533,13.64478567,0
11/1/2024 19:20,50.2278592,19.69552926,12.17306112,0
11/1/2024 19:25,46.74199826,24.09797692,11.04632007,0
11/1/2024 19:30,60.71972045,26.38990453,7.947863835,0
11/1/2024 19:35,53.16959511,24.00085714,9.640534972,0
11/1/2024 19:40,39.87428707,24.17231284,10.14332828,0
11/1/2024 19:45,50.93227157,21.32679338,11.393263,0
11/1/2024 19:50,46.69106768,26.69962296,11.27466608,0
11/1/2024 19:55,54.26216667,23.0545924,10.33908082,0
11/1/2024 20:00,46.03739631,18.53066387,10.24069983,0
11/1/2024 20:05,49.42631779,23.88622789,11.44091379,0
11/1/2024 20:10,52.52493639,27.94344915,8.282827549,0
11/1/2024 20:15,54.32877597,23.83921166,13.39103164,0
11/1/2024 20:20,43.99851796,30.21395496,5.90566623,0
11/1/2024 20:25,48.32749382,26.28690385,12.91081896,0
11/1/2024 20:30,47.62527344,26.01627449,9.909628943,0
11/1/2024 20:35,46.73335384,24.6148052,12.00515963,0
11/1/2024 20:40,58.8272712,24.79514138,10.72768087,0
11/1/2024 20:45,52.02490855,24.20972909,10.69206882,0
11/1/2024 20:50,43.69558023,24.09319182,11.10850895,0
11/1/2024 20:55,54.58930974,26.59260149,11.61810858,0
11/1/2024 21:00,60.61078099,22.19250631,9.342338347,0
11/1/2024 21:05,55.1623263,21.77231851,12.06959826,0
11/1/2024 21:10,42.40315017,21.63041485,7.831058753,0
11/1/2024 21:15,47.57882964,31.13696364,9.989338853,0
11/1/2024 21:20,56.33455575,26.59102871,11.67193985,0
11/1/2024 21:25,46.46165267,25.91347661,11.99003516,0
11/1/2024 21:30,52.21909714,21.82745599,10.9215777,0
11/1/2024 21:35,53.87317027,26.8700269,9.213215124,0
11/1/2024 21:40,45.36534764,24.65028596,11.79341556,0
11/1/2024 21:45,49.70237322,25.64250682,8.661267522,0
11/1/2024 21:50,33.7936633,22.07013905,13.50281815,0
11/1/2024 21:55,44.87806179,25.48080657,9.830658205,0
11/1/2024 22:00,48.73715924,23.72849939,6.920748612,0
11/1/2024 22:05,43.76108409,22.70316653,7.610633064,0
11/1/2024 22:10,58.16205652,27.20231901,10.08728727,0
11/1/2024 22:15,42.84929311,20.38687657,10.27965054,0
11/1/2024 22:20,47.79977757,26.69432879,13.93931337,0
11/1/2024 22:25,50.65370289,27.0534584,7.923001325,0
11/1/2024 22:30,57.20636645,22.36106897,10.0789244,0
11/1/2024 22:35,42.82068924,22.53901462,7.881157186,0
11/1/2024 22:40,55.81581876,24.33092296,9.014690294,0
11/1/2024 22:45,50.05116531,25.84610863,13.36794406,0
11/1/2024 22:50,45.09245674,24.54143502,7.727327554,0
11/1/2024 22:55,52.31051737,26.30068738,11.17408485,0
11/1/2024 23:00,50.99529848,30.28893896,10.78581472,0
11/1/2024 23:05,46.99891561,23.47684969,9.951657147,0
11/1/2024 23:10,50.34901042,19.85446009,11.03887325,0
11/1/2024 23:15,48.07343202,27.47777075,7.679959236,0
11/1/2024 23:20,50.56758673,30.04994373,13.31264502,0
11/1/2024 23:25,53.31065337,26.17830509,13.84969099,0
11/1/2024 23:30,57.93008408,21.73675397,10.0942094,0
11/1/2024 23:35,43.81092251,24.62832291,14.84621226,0
11/1/2024 23:40,60.66516687,21.64442955,9.201944137,0
11/1/2024 23:45,40.239561,26.92856648,10.80086399,0
11/1/2024 23:50,49.24107452,20.94612879,12.86377813,0
11/1/2024 23:55,52.94158603,24.09961364,9.08199108,0
11/2/2024 0:00,51.40495934,21.98698652,7.236901882,0
11/2/2024 0:05,46.8865024,25.38047406,6.776565869,0
11/2/2024 0:10,48.95938875,23.90097497,14.12165313,0
11/2/2024 0:15,47.53499533,25.53028631,8.941950699,0
11/2/2024 0:20,47.05317622,25.06705166,9.628526473,0
11/2/2024 0:25,54.24801049,22.04002292,7.774471843,0
11/2/2024 0:30,51.78507743,26.88063119,11.89667856,0
11/2/2024 0:35,46.53545202,24.85370304,8.436880282,0
11/2/2024 0:40,54.49799938,22.03441298,9.017473945,0
11/2/2024 0:45,51.5364976,31.72277967,10.59904084,0
11/2/2024 0:50,54.06431059,26.4292905,7.871908146,0
11/2/2024 0:55,53.14814421,24.54021834,9.642835461,0
11/2/2024 1:00,45.85502495,29.24561358,12.80441918,0
11/2/2024 1:05,47.1990948,30.52544683,10.8565088,0
11/2/2024 1:10,53.73646803,24.56395173,10.26108458,0
11/2/2024 1:15,53.05185133,26.04219246,10.42972942,0
11/2/2024 1:20,49.89549203,22.03599155,9.221729808,0
11/2/2024 1:25,50.58663692,24.55842175,13.99230464,0
11/2/2024 1:30,56.38832448,24.40281234,8.375685739,0
11/2/2024 1:35,47.04214306,25.5544811,10.42185232,0
11/2/2024 1:40,52.73548691,25.99828144,10.23005113,0
11/2/2024 1:45,48.98903674,26.67948535,12.01752501,0
11/2/2024 1:50,48.91159398,25.71292797,12.20634788,0
11/2/2024 1:55,55.49388426,21.36777212,9.935962391,0
11/2/2024 2:00,54.12708174,22.18459868,10.58133299,0
11/2/2024 2:05,54.06754818,23.36077714,10.65706951,0
11/2/2024 2:10,56.52739404,24.15327822,5.455716689,0
11/2/2024 2:15,50.10501921,28.15232287,6.822020795,0
11/2/2024 2:20,53.40976486,21.51118304,8.789872619,0
11/2/2024 2:25,48.44866622,23.92775486,8.876802647,0
11/2/2024 2:30,51.62083176,27.85902849,7.601435156,0
11/2/2024 2:35,49.34928473,24.10036758,11.49916514,0
11/2/2024 2:40,50.48497982,26.38124695,10.00423684,0
11/2/2024 2:45,52.97578513,24.58137387,9.570610905,0
11/2/2024 2:50,45.90889658,25.77034977,7.487689451,0
11/2/2024 2:55,60.46193638,24.31458237,9.910910272,0
11/2/2024 3:00,44.96991309,27.00119642,5,0
11/2/2024 3:05,43.92905694,20.36483078,9.674087378,0
11/2/2024 3:10,55.79055437,23.91006397,10.12636734,0
11/2/2024 3:15,53.95831347,25.88971803,10.48382997,0
11/2/2024 3:20,53.12059909,26.60108574,6.871796473,0
11/2/2024 3:25,53.14172755,29.47885787,10.44963347,0
11/2/2024 3:30,49.93876614,23.826926,7.91713746,0
11/2/2024 3:35,45.51372814,29.43844529,8.375060335,0
11/2/2024 3:40,50.37902279,23.02292852,11.43586277,0
11/2/2024 3:45,46.61419144,28.98593923,14.02822745,0
11/2/2024 3:50,54.87559867,27.45240138,10.10271752,0
11/2/2024 3:55,49.26471309,22.25962426,8.365809083,0
11/2/2024 4:00,45.87251402,25.92111771,10.3773409,0
11/2/2024 4:05,48.39307079,24.84629249,11.87805831,0
11/2/2024 4:10,52.06465727,26.87675378,11.24199513,0
11/2/2024 4:15,47.18137724,24.33018523,15.48622574,0
11/2/2024 4:20,45.88889802,24.07826132,8.569324862,0
11/2/2024 4:25,51.21843606,29.10728375,10.50446296,0
11/2/2024 4:30,51.22483286,24.70383732,13.09783591,0
11/2/2024 4:35,47.46528412,27.47926697,12.97231847,0
11/2/2024 4:40,47.64480847,24.32394554,6.099844147,0
11/2/2024 4:45,51.16024969,29.99998978,9.99328476,0
11/2/2024 4:50,42.75957829,22.96499611,12.96904153,0
11/2/2024 4:55,42.96268113,23.15756941,15.78128598,0
11/2/2024 5:00,46.40777889,29.57355154,11.40759177,0
11/2/2024 5:05,48.93276424,23.66516083,9.264273413,0
11/2/2024 5:10,51.55453783,29.80322292,7.981593695,0
11/2/2024 5:15,57.37678108,27.67552174,14.43748672,0
11/2/2024 5:20,54.28829812,24.53605088,11.45748317,0
11/2/2024 5:25,49.20030735,19.56011958,8.303866146,0
11/2/2024 5:30,49.90491896,24.94204509,9.593687267,0
11/2/2024 5:35,44.98735318,25.30489016,10.62037303,0
11/2/2024 5:40,49.90743432,28.5016532,11.08761331,0
11/2/2024 5:45,48.55670681,29.76534153,8.200762685,0
11/2/2024 5:50,51.6135928,22.94503846,8.771619164,0
11/2/2024 5:55,45.86384528,27.40354529,6.694130875,0
11/2/2024 6:00,52.59673257,27.29620647,12.07952458,0
11/2/2024 6:05,57.66369457,28.22023811,9.316763066,0.005223859
11/2/2024 6:10,49.45619926,26.49606974,10.9326433,0.009002933
11/2/2024 6:15,52.00855861,19.17250693,12.84451702,0.013428454
11/2/2024 6:20,53.45071996,24.5337327,10.43974028,0.015484923
11/2/2024 6:25,47.99389764,21.53287728,9.774059048,0.020978119
11/2/2024 6:30,51.12046241,24.39218268,10.38784295,0.022178781
11/2/2024 6:35,50.062962,27.94001271,10.12638721,0.033619624
11/2/2024 6:40,50.48838049,25.91545251,12.49233,0.032384124
11/2/2024 6:45,46.13495108,28.4442726,10.6216768,0.042950552
11/2/2024 6:50,50.12255087,26.02526176,8.911197961,0.041066317
11/2/2024 6:55,52.48999146,21.10502218,12.09569811,0.056830835
11/2/2024 7:00,57.25571804,17.43745898,12.46096871,0.04495421
11/2/2024 7:05,54.79635413,25.44642629,7.323338746,0.044806757
11/2/2024 7:10,60.76591229,24.3582206,13.06556777,0.062422327
11/2/2024 7:15,46.16326219,22.06916278,10.72942355,0.075935656
11/2/2024 7:20,54.36160318,19.89811825,10.5665399,0.072427665
11/2/2024 7:25,50.91671003,22.79577036,12.01324926,0.060475643
11/2/2024 7:30,60.94901467,24.41652555,8.866047218,0.07777598
11/2/2024 7:35,45.95850857,26.99763347,11.90832903,0.093742899
11/2/2024 7:40,45.80139079,25.56589324,9.246449061,0.067838889
11/2/2024 7:45,47.00303677,29.82420174,7.050098641,0.076672061
11/2/2024 7:50,39.38052138,21.89318783,8.004487442,0.103969592
11/2/2024 7:55,47.37122489,27.64317668,11.13404367,0.111354945
11/2/2024 8:00,46.20433669,25.14189623,8.10906332,0.108286425
11/2/2024 8:05,50.75196893,27.08400737,13.22015225,0.124155313
11/2/2024 8:10,51.70877988,23.69045541,12.37856691,0.089845776
11/2/2024 8:15,59.3808542,28.21504112,12.66687833,0.113144168
11/2/2024 8:20,54.75211919,25.88567428,10.24955716,0.123203976
11/2/2024 8:25,47.11548172,22.96166505,10.51572323,0.127847992
11/2/2024 8:30,45.50792664,24.96392791,7.612576292,0.136045255
11/2/2024 8:35,52.45959586,24.28133242,11.99156702,0.14609685
11/2/2024 8:40,43.39883396,26.46753505,10.75966691,0.121442709
11/2/2024 8:45,59.15729383,21.46066975,11.13461125,0.107761549
11/2/2024 8:50,55.8972006,24.91194489,13.37662362,0.12768341
11/2/2024 8:55,47.65412174,26.18592176,8.788074032,0.147796519
11/2/2024 9:00,41.43432735,25.09906992,9.7477169,0.125211985
11/2/2024 9:05,56.76936187,29.04082373,10.65334184,0.162385856
11/2/2024 9:10,49.42730077,27.32206832,8.129129189,0.130926562
11/2/2024 9:15,56.18908156,24.97755761,9.624802357,0.120899655
11/2/2024 9:20,42.02786171,25.65006729,10.98589962,0.153704107
11/2/2024 9:25,47.00312489,25.88699665,9.349157457,0.170106006
11/2/2024 9:30,50.0262185,26.20989881,12.61797882,0.149128553
11/2/2024 9:35,50.23490297,19.52302601,6.978150876,0.177346575
11/2/2024 9:40,47.74967264,24.09542111,12.24554248,0.159793912
11/2/2024 9:45,53.11424966,20.5466828,11.32237095,0.144457177
11/2/2024 9:50,44.66189785,28.83484284,8.862342825,0.141052725
11/2/2024 9:55,49.28810257,24.81745144,8.151182864,0.185385052
11/2/2024 10:00,50.60147816,24.41997715,5.839434766,0.165287169
11/2/2024 10:05,52.57219417,27.690392,8.409649975,0.204296536
11/2/2024 10:10,53.55807439,26.26697439,12.09435331,0.1802587
11/2/2024 10:15,44.37678954,21.61409646,9.887828547,0.168499602
11/2/2024 10:20,42.32942915,24.78728391,12.32596176,0.170312702
11/2/2024 10:25,56.38838411,23.99449908,8.760257859,0.156074364
11/2/2024 10:30,51.66157006,19.76640133,11.41421232,0.191707897
11/2/2024 10:35,46.25756732,22.9291713,8.565002796,0.192528007
11/2/2024 10:40,57.75575988,24.44937903,8.068849988,0.210490673
11/2/2024 10:45,50.57837317,24.65514721,9.785745566,0.166750378
11/2/2024 10:50,55.89648592,20.55330573,8.670066977,0.174781193
11/2/2024 10:55,50.33759241,28.45499675,6.914355702,0.161076241
11/2/2024 11:00,60.30373962,24.69369082,9.635370599,0.177370425
11/2/2024 11:05,58.77670421,25.11265923,10.21287083,0.188681419
11/2/2024 11:10,48.75517926,26.20192492,12.53671722,0.231501528
11/2/2024 11:15,54.85785475,22.63577124,11.87361135,0.208167047
